ניכר	1092681728	O
הימנה	4503642865205248	O
;	919560	O
וכולל	2166751234	O
המונח	1093009412	O
את	262144	O
זכות	2168848384	O
היחיד	1092681732	O
,	917513	O
–	917504	O

(	917512	I_LOC
א	655360	I_ORG
)	917505	O

להוציא	6755450981515264	O
לאור	1093009472	O
,	917513	O
להעתיק	6755450981515264	O
,	917513	O
להציג	6755450981515264	O
או	18014398509678592	O
לפרסם	11259050608885760	O
כל	6452019200	O
תרגום	1093009408	O
של	1966080	O
היצירה	1095106564	O
;	919560	O

(	917512	I_ORG
ב	524288	I_ORG
)	917505	I_ORG

אם	18014398509678592	O
זו	144115188500070400	O
יצירה	1095106560	O
דרמטית	1094778880	O
,	917513	O
להפוך	2251851354144768	O
אותה	111256833097728	O
לרומן	1093009476	O
או	18014398509678592	O
לכל	6452019264	O
יצירה	1095106560	O
אחרת	1094778880	O
שאינה	1125926102040832	O
דרמטית	1094778880	O
;	919560	O

(	917512	I_LOC
ג	655360	I_ORG
)	917505	O

אם	18014398509678592	O
היא	72057594462142464	O
רומן	1093009408	O
או	18014398509678592	O
יצירה	1095106560	O
אחרת	1094778880	O
שאינה	1125926102040832	O
דרמטית	1094778880	O
או	18014398509678592	O
אם	18014398509678592	O
זו	144115188500070400	O
מעשה	2166751232	O
ידי	2185625600	O
אמן	1093009408	O
,	917513	O
להפכה	11370238722244608	O
ליצירה	1095106624	O
דרמטית	1094778880	O
,	917513	O
אם	18014398509678592	O
בדרך	2168848448	O
הצגה	1095106560	O
בצבור	2251801444876356	O
או	18014398509678592	O
בדרך	1095106624	O
אחרת	1094778880	O
;	919560	O

(	917512	I_LOC
ד	655360	I_ORG
)	917505	O

אם	18014398509678592	O
זו	144115188500070400	O
יצירה	1095106560	O
ספרותית	1094778880	O
,	917513	O
דרמטית	1094778880	O
או	18014398509678592	O
מוזיקלית	1094778880	O
,	917513	O
–	917504	O
לעשות	2251851354144768	O
כל	6452019200	O
תקליט	1093009408	O
,	917513	O
לוח	2166751232	O
מנוקב	1092681728	O
,	917513	O
סרט	2166751232	O
ראינועי	41301498527744	O
,	917513	O
או	18014398509678592	O
כל	6452019200	O
מכשיר	1093009408	O
אחר	1092681728	O
שבאמצעותם	115105124057344	O
אפשר	1310720	O
להציג	6755450981515264	O
או	18014398509678592	O
למסור	2251851354144768	O
את	262144	O
היצירה	1095106564	O
בדרך	1095106624	O
מיכנית	1094778880	O
,	917513	O

ולהרשות	6755450981515266	O
את	262144	O
עשייתם	114968779685888	O
של	1966080	O
המעשים	1109786628	O
דלעיל	655360	I_PERS
.	917632	O

(	917512	O
3	475136	O
)	917505	O

לצרכי	2183528512	O
חוק	1093009408	O
זה	144115188497973248	O
,	917513	O
פרסום	2166751232	O
–	917504	O
ביחס	1093009472	O
ליצירה	1095106624	O
–	917504	O
פירושו	110570731077632	O
הוצאת	2168848384	O
העתקות	1111883776	O
ממנה	111256833359872	O
לצבור	2251851354144768	O
,	917513	O
ואין	1125899908087810	O
הוא	72057594460045312	O
כולל	2251826140086272	O
הצגת	2168848384	O
יצירה	1095106560	O
דרמטית	1094778880	O
או	18014398509678592	O
מוזיקלית	1094778880	O
בצבור	2251801444876356	O
,	917513	O
מסירת	2168848384	O
הרצאה	1095106560	O
בצבור	2251801444876356	O
,	917513	O
תערוכה	1095106560	O
צבורית	1094778880	O
של	1966080	O
יצירה	1095106560	O
אמנותית	1094778880	O
או	18014398509678592	O
בנית	2168848384	O
עבודה	1095106560	O
אדריכלית	1094778880	O
אמנותית	1094778880	O
,	917513	O
ואולם	18014398509678594	O
הוצאת	2168848384	O
צילומים	1109786624	O
ופיתוחים	1109786626	O
של	1966080	O
יצירות	1111883776	O
פיסול	1093009408	O
ויצירות	1111883778	O
אדריכלות	1095106560	O
אמנותיות	1111556096	O
לא	327680	O
יהא	655360	I_PERS
דינה	655360	I_PERS
,	917513	O
לצורך	2166751296	O
הוראה	1095106560	O
זו	144115188500070400	O
,	917513	O
כדין	2166751296	O
פרסום	2166751232	O
יצירות	1111883776	O
אלה	144115188518944768	O
.	917632	O

הפרת	2168848384	O
זכות	2168848384	O
יוצרים	1109786624	O

2	475136	O
.	917632	O

(	917512	O
1	475136	O
)	917505	O

רואים	2251826156863488	O
זכות	1095106560	O
־	917504	O
יוצרים	2251826156863488	O
ביצירה	1095106628	O
כאילו	36028797019160576	O
הופרה	9007208269152256	O
ע"י	524288	O
אדם	1093009408	O
אם	18014398509678592	O
שלא	327936	O
בהסכמת	2168848448	O
בעל	2166751232	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
הוא	72057594460045312	O
עושה	2251826140086272	O
מעשה	1093009408	O
שהזכות	1095106820	O
היחידה	1094778884	O
לעשיתו	110570733174848	O
נתונה	1094778880	O
בחוק	2166751296	O
זה	144115188497973248	O
לבעל	2166751296	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
:	919553	O
בתנאי	1093009472	O
שהמעשים	1109786884	O
דלקמן	131072	O
לא	327680	O
יהא	9012314112	O
בהם	115105124057088	O
משום	36028797019160576	O
הפרת	2168848384	O
זכות	2168848384	O
־	917504	O
יוצרים	2251826156863488	O
:	919553	O
–	917504	O

(	917512	O
i	1507328	O
)	917505	O

כל	6452019200	O
טפול	1092681728	O
הוגן	1092681728	O
ביצירה	1095106624	O
לשם	524288	O
לימוד	1093009408	O
עצמי	1092681728	O
,	917513	O
מחקר	1093009408	O
,	917513	O
בקורת	2168848448	O
,	917513	O
סקירה	1095106560	O
,	917513	O
או	18014398509678592	O
תמצית	1095106560	O
עתונאית	1094778880	O
;	919560	O

(	917512	O
ii	1507328	O
)	917505	O

כשמחברה	1095107136	O
של	1966080	O
יצירה	1095106560	O
אמנותית	1094778880	O
איננו	1125926099943424	O
בעל	2166751232	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
,	917513	O
–	917504	O
השמוש	1109786628	O
על	524288	O
ידו	110570733174784	O
בכל	6452019264	O
אימום	1093009408	O
,	917513	O
יציקה	1095106560	O
,	917513	O
שרטוט	1093009408	O
־	917504	O
טיוטה	1095106560	O
,	917513	O
תרשים	1093009408	O
,	917513	O
מודל	1093009408	O
או	18014398509678592	O
סקיצה	1095106560	O
לנסיון	1093009472	O
שנעשו	4503608660656384	O
על	524288	O
ידו	110570733174784	O
לצורך	2166751296	O
היצירה	1095106564	O
,	917513	O
בתנאי	1093009472	O
שלא	327936	O
יחזור	2251834595803136	O
,	917513	O
אגב	524288	O
השימוש	1093009412	O
,	917513	O
על	524288	O
התבנית	1095106564	O
העיקרית	1094778884	O
של	1966080	O
היצירה	1095106564	O
ולא	327682	O
יחקה	11259033850544128	O
אותה	111256833097728	O
;	919560	O

(	917512	O
iii	1507328	O
)	917505	O

עשייתם	114968779685888	O
או	18014398509678592	O
פרסומם	114968777588736	O
של	1966080	O
ציורים	1109786624	O
,	917513	O
שרטוטים	1109786624	O
,	917513	O
פיתוחים	1109786624	O
,	917513	O
או	18014398509678592	O
צלומים	1647968256	O
של	1966080	O
יצירת	2168848384	O
פיסול	1093009408	O
או	18014398509678592	O
מלאכת	2168848384	O
־	917504	O
אמנות	1095106560	O
,	917513	O
אם	18014398509678592	O
דברים	1109786624	O
אלה	144115188518944768	O
נמצאים	4503625970548736	O
באופן	1093009472	O
קבוע	1092681728	O
במקום	1093009472	O
או	18014398509678592	O
בבנין	1093009472	O
צבורי	1092681728	O
,	917513	O
או	18014398509678592	O
עשייתם	114968779685888	O
או	18014398509678592	O
פרסומם	114968777588736	O
של	1966080	O
ציורים	1109786624	O
,	917513	O
שרטוטים	1109786624	O
,	917513	O
פיתוחים	1109786624	O
או	18014398509678592	O
צלומים	1647968256	O
(	917512	O
שאינם	1125926116720896	O
מסוג	2166751296	O
שרטוטים	1109786624	O
או	18014398509678592	O
תרשימים	1109786624	O
אדריכליים	1109458944	O
)	917505	O
של	1966080	O
כל	6452019200	O
יצירה	1095106560	O
אדריכלית	1094778880	O
אמנותית	1094778880	O
;	919560	O

(	917512	O
iv	1507328	O
)	917505	O

פרסום	2166751232	O
קטעים	1109786624	O
מיצירות	2185625664	O
ספרותיות	1111556096	O
,	917513	O
שנתפרסמו	15762607729082624	O
ושלא	327938	O
נתכוונו	9033285632	O
בפרסומן	115518533402688	O
לשם	524288	O
שימוש	2166751232	O
בבתי	2183528512	O
הספר	1093009412	O
ואשר	576460752322953218	O
קיימת	1094778880	O
לגביהן	115654879870976	O
זכות	2168848384	O
־	917504	O
יוצרים	1109786624	O
,	917513	O
בתוך	2166751296	O
קובץ	2166751232	O
שעיקרי	2183528704	O
הדברים	1109786628	O
שבו	110707077546240	O
אין	1125899908087808	O
עליהם	115105124057088	O
זכות	2168848384	O
־	917504	O
יוצרים	1109786624	O
והמכוון	1093009414	O
באמת	1048576	O
ובתמים	1109786694	O
לשימוש	2166751296	O
בבתי	2183528512	O
הספר	1093009412	O
והמתואר	13510800513302534	O
בתור	524288	O
כזה	144115188497973316	O
בדף	2166751296	O
השער	1093009412	O
שלו	110707078987776	O
ובכל	6452019266	O
מודעות	2185297920	O
שנתפרסמו	15762607729082624	O
ע"י	524288	O
המו"ל	1093009412	O
:	919553	O
בתנאי	2166751296	O
שאותו	110707077284096	O
מו"ל	1093009408	O
לא	327680	O
יפרסם	11259033850544128	O
במשך	524288	O
חמש	2168922112	O
שנים	1111883776	O
יותר	2157051904	O
משני	2183528448	O
קטעים	1109786624	O
מיצירותיו	110570749952064	O
של	1966080	O
מחבר	655424	O
אחד	2166824960	O
,	917513	O
וכי	36028797019160578	O
יצויין	13510833664229376	O
המקור	1093009412	O
שממנו	110707077546240	O
שאובים	2251801461653504	O
קטעים	1109786624	O
אלה	144115188518944768	O
;	919560	O

(	917512	O
v	1507328	O
)	917505	O

פרסום	2166751232	O
רשימה	1095106560	O
בעתון	1093009476	O
על	524288	O
הרצאה	1095106560	O
שנמסרה	4503608641782016	O
בצבור	2251801444876356	I_ORG
,	917513	O
חוץ	1093009408	O
אם	18014398509678592	O
נאסרה	4503608641781760	O
הרשימה	1095106564	O
בהודעה	1095106624	O
כתובה	1094778880	O
או	18014398509678592	O
מודפסת	9007225583239168	O
שהודבקה	9007208269152512	O
לפני	524288	O
ההרצאה	1095106564	O
ושתשאר	655362	O
מודבקת	9007225583239168	O
למשך	2166751296	O
ההרצאה	1095106564	O
במקום	1093009472	O
בולט	1092681728	O
על	524288	O
פתח	2166751232	O
הכניסה	1095106564	O
הראשית	1094778884	O
של	1966080	O
הבנין	1093009412	O
שבו	2251843072491520	O
ניתנה	4503608641781760	O
ההרצאה	1095106564	O
או	18014398509678592	O
סמוך	1092681728	O
לפתח	2166751296	O
הכניסה	1095106564	O
הראשית	1094778884	O
ואם	18014398509678594	O
אין	327680	O
הבנין	1093009412	O
משמש	11259008080740352	O
בית	2166751232	O
תפלה	1095106560	O
לצבור	2251851354144768	O
,	917513	O
תודבק	9007234038956032	O
הודעה	1095106560	O
גם	18014398509678592	O
במקום	1093009472	O
סמוך	1092681728	O
למרצה	111120486891584	O
;	919560	O
אך	18014398509678592	O
שום	6452019200	O
דבר	1093009408	O
האמור	1092681732	O
בפסקה	111120486891584	O
זו	144115188500070400	O
לא	327680	O
יפגע	2251834595803136	O
בהוראות	2185625664	O
פסקה	111120486891520	O
(	917512	O
i	1507328	O
)	917505	O
בנוגע	131072	O
לתמציות	1111883840	O
עיתונאיות	1111556096	O
;	919560	O

(	917512	O
vi	1507328	O
)	917505	O

הקראה	1095106560	O
פומבית	1094778880	O
או	18014398509678592	O
דקלום	1093009408	O
פומבי	1092681728	O
על	524288	O
ידי	2185625600	O
אדם	1093009408	O
אחד	1093083136	O
של	1966080	O
קטע	1093009408	O
שאינו	1125926099943680	O
ארוך	1092681728	O
ביותר	131072	O
משל	524288	O
יצירה	1095106560	O
שנתפרסמה	15762607710208256	O
.	917632	O

(	917512	O
2	475136	O
)	917505	O

כמו	36028797019160576	O
כן	18014398509678592	O
רואים	2251826156863488	O
זכות	1095106560	O
־	917504	O
יוצרים	2251826156863488	O
ביצירה	1095106628	O
כאילו	36028797019160576	O
הופרה	9007208269152256	O
ע"י	524288	O
אדם	1093009408	O
אם	18014398509678592	O
–	917504	O

(	917512	I_LOC
א	655360	I_ORG
)	917505	O

הוא	72057594460045312	O
מוכר	2251826140086272	O
או	18014398509678592	O
משכיר	6755425767456768	O
או	18014398509678592	O
מעמיד	6755425767456768	O
או	18014398509678592	O
מציע	6755425767456768	O
לשכירות	1095106624	O
בדרך	1095106624	O
מסחרית	1094778880	O
;	919560	O
או	18014398509678592	O

(	917512	I_ORG
ב	524288	I_ORG
)	917505	I_ORG

הוא	72057594460045312	O
מפיץ	6755425767456768	O
לצרכי	2183528512	O
מסחר	1093009408	O
או	18014398509678592	O
במדה	111120486891584	O
שיש	562949954666752	O
בה	111256833359872	O
כדי	36028797019160576	O
להזיק	6755450981515264	O
לבעל	2166751296	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
;	919560	O
או	18014398509678592	O

(	917512	I_LOC
ג	655360	I_ORG
)	917505	O

מציג	6755425767456768	O
בתערוכה	1095106624	O
לפני	524288	O
הצבור	2251801444876292	O
בדרך	1095106624	O
מסחרית	1094778880	O
;	919560	O
או	18014398509678592	O

(	917512	I_LOC
ג1	655360	I_DATE
)	917505	O

הוא	72057594460045312	O
מחזיק	6755425767456768	O
בה	111256833359872	O
;	919560	O
או	18014398509678592	O

(	917512	I_LOC
ד	655360	I_ORG
)	917505	O

מביא	6755425767456768	O
מחו"ל	1093009472	O
למכירה	1095106628	O
או	18014398509678592	O
לשכירות	1095106624	O
בכל	6452019264	O
חלק	1093009408	O
של	1966080	O
מושבות	2185625600	O
הוד	2166751232	O
מלכותו	110570733174784	O
שחל	2251808825999616	O
עליהם	115105124057088	O
חוק	1093009408	O
זה	144115188497973248	O
,	917513	O

כל	6452019200	O
יצירה	1095106560	O
שלפי	524544	O
ידיעתו	110570733174784	O
היא	72057594462142464	O
מפירה	1093009472	O
זכות	2168848384	O
־	917504	O
יוצרים	2251826156863488	O
או	18014398509678592	O
היתה	562958968750080	O
מפירה	1093009472	O
זכות	2168848384	O
־	917504	O
יוצרים	2251826156863488	O
אילו	18014398509678592	O
נעשתה	4503608641781760	O
בגבולות	2183528512	O
אותו	6452019200	O
החלק	1093009412	O
של	1966080	O
מושבות	2185625600	O
הוד	2166751232	O
מלכותו	110570733174784	O
שבו	110707077546240	O
נערכה	4503608641781760	O
או	18014398509678592	O
הושכרה	9007208269152256	O
או	18014398509678592	O
הועמדה	9007208269152256	O
או	18014398509678592	O
הוצעה	9007208269152256	O
למכירה	1095106624	O
או	18014398509678592	O
לשכירות	1095106628	O
,	917513	O
או	18014398509678592	O
שבו	2251843072491520	O
הופצה	9007208269152256	O
או	18014398509678592	O
שלתוכו	110707077546240	O
הובאה	9007208269152256	O
מחו"ל	1093009472	O
.	917632	O

(	917512	O
3	475136	O
)	917505	O

כמו	36028797019160576	O
כן	18014398509678592	O
רואים	2251826156863488	O
זכות	1095106560	O
־	917504	O
יוצרים	2251826156863488	O
ביצירה	1095106628	O
כאילו	36028797019160576	O
הופרה	9007208269152256	O
אם	18014398509678592	O
הרשה	6755408453369856	O
אדם	1093009408	O
לתועלתו	110570733174848	O
הפרטית	1094778884	O
לתיאטרון	1093009476	O
או	18014398509678592	O
למקום	2166751296	O
שעשוע	1093009408	O
אחר	1092681728	O
להשתמש	15762650236256256	O
ביצירה	1095106624	O
לשם	2166751296	O
הצגתה	111120488988672	O
בצבור	2251801444876356	O
בלא	524288	O
הסכמת	2168848384	O
בעל	2166751232	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
,	917513	O
חוץ	1093009408	O
אם	18014398509678592	O
לא	327680	O
ידע	2251808825999360	O
אותו	6452019200	O
אדם	1093009408	O
ולא	327682	O
היה	562958966652928	O
לו	18014398509678592	O
יסוד	1093009408	O
נאמן	1092681728	O
לחשוד	1093009476	O
שיהא	9012314112	O
בהצגה	1095106628	O
משום	36028797019160576	O
הפרת	2168848384	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
.	917632	O

מועד	2166751232	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O

3	475136	O
.	917632	O

המועד	1093009412	O
שבו	2251808846970880	O
תהא	524288	O
זכות	2168848384	O
־	917504	O
יוצרים	2251826156863488	O
קיימת	1094778880	O
הוא	72057594460045312	O
ימי	2183528448	O
חייו	110570747854848	O
של	1966080	O
המחבר	1093009412	O
ותקופה	1095106562	O
של	1966080	O
חמשים	2166751232	O
שנה	1095106560	O
לאחר	524288	O
מותו	110570731077632	O
,	917513	O
חוץ	1093009408	O
אם	18014398509678592	O
קבע	2251808825999360	O
חוק	1093009408	O
זה	144115188497973248	O
במפורש	131072	O
הוראה	1095106560	O
אחרת	1094778880	O
.	917632	O

על	524288	O
פי	2166751232	O
סעיף	1093009408	O
(	917512	O
א	655360	I_ORG
)	917505	O
5	475136	O
לפקודת	2168848448	O
זכות	2168848384	O
יוצרים	1109786624	O
,	917513	O
התקופה	1095106564	O
היא	562976148619264	O
70	475136	O
שנה	1095106560	O
לאחר	524288	O
מות	2166751232	O
המחבר	1093009412	O
.	917632	O

4	475136	O
.	917632	O

(	917512	O
אינו	1125926099943424	O
חל	2251826140086272	O
בישראל	655424	I_LOC
)	917505	O
.	917632	O

זכות	2168848384	O
בעלות	1095106560	O
על	524288	O
זכות	2168848384	O
יוצרים	1109786624	O
וכו	524288	O
׳	917504	O

5	475136	O
.	917632	O

(	917512	O
1	475136	O
)	917505	O

בהתחשב	15762650236256256	O
עם	524288	O
הוראות	2185625600	O
חוק	1093009408	O
זה	144115188497973248	O
,	917513	O
יהא	9012314112	O
מחברה	1095106624	O
של	1966080	O
יצירה	1095106560	O
הבעל	1093009412	O
הראשון	1093079044	O
של	1966080	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
בה	111256833359872	O
:	919553	O

בתנאי	2166751296	O
–	917504	O

(	917512	I_LOC
א	655360	I_ORG
)	917505	O

שאם	18014398509678848	O
היה	562958966652928	O
זה	144115188497973248	O
פיתוח	1093009408	O
,	917513	O
צלום	1093009408	O
או	18014398509678592	O
תמונה	1095106560	O
והקלישאה	1095106566	O
או	18014398509678592	O
העתקה	1095106560	O
מקורית	1094778880	O
אחרת	1094778880	O
הוזמנו	9007208288026624	O
ע"י	524288	O
אדם	1093009408	O
אחר	1092681728	O
והוכנו	9007208288026626	O
תמורת	524288	O
דבר	1093009408	O
־	917504	O
ערך	1093009408	O
בהתאם	131072	O
לאותה	111261137371200	O
הזמנה	1095106560	O
,	917513	O
הרי	18014398509678592	O
,	917513	O
אם	18014398509678592	O
אין	1125899908087808	O
הסכם	1093009408	O
הקובע	2251801444876292	O
את	262144	O
ההיפך	1093009412	O
,	917513	O
יהא	9012314112	O
האיש	1093009412	O
שהזמין	6755408453370112	O
את	262144	O
הקלישאה	1095106564	O
או	18014398509678592	O
את	262144	O
ההעתקה	1095106564	O
המקורית	1094778884	O
האחרת	1094778884	O
הבעל	1093009412	O
הראשון	1093079044	O
של	1966080	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
;	919560	O
וכן	131074	O

(	917512	I_ORG
ב	524288	I_ORG
)	917505	I_ORG

אם	18014398509678592	O
היה	562958966652928	O
המחבר	1093009412	O
עובד	2166751232	O
אצל	524288	O
אדם	576460752322953216	I_PERS
אחר	11259042306260992	O
עפ"י	524288	O
חוזה	2166751232	O
שירות	2185625600	O
או	18014398509678592	O
שוליאות	2168848640	O
והיצירה	1095106566	O
נעשתה	4503608641781760	O
תוך	1376256	I_ORG
כדי	36028797019160576	O
עבודתו	110570733174784	O
אצל	524288	O
אותו	6452019200	O
אדם	576460752322953216	I_PERS
הרי	18014398509678592	O
,	917513	O
באין	1376324	O
הסכם	2166751232	O
הקובע	2251801444876292	O
את	262144	O
ההיפך	1093009412	O
,	917513	O
יהא	1093009408	O
האדם	1093009412	O
שהעביד	6755408453370112	O
את	262144	O
המחבר	1093009412	O
הבעל	1093009412	O
הראשון	1093079044	O
של	1966080	O
זכות	2168848384	O
־	917504	O
היוצרים	1109786628	O
,	917513	O
אלא	18014398509678592	O
שאם	18014398509678848	O
היתה	562958968750080	O
היצירה	1095106564	O
מאמר	2166751232	O
או	18014398509678592	O
איזה	274878890016	O
חבור	2251843051520000	O
אחר	11259042306260992	O
בעתון	2166751296	O
,	917513	O
במגזין	2166751296	O
או	18014398509678592	O
במכתב	2166751296	O
־	917504	O
עת	2168848384	O
כיוצא	2166751296	O
בזה	144115188497973316	O
,	917513	O
